Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sfty,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2019,2019-09-09,,1,,DEN,@,OAK,L 16-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,2019,2019-09-15,2,2,22.253,DEN,,CHI,L 14-16,,,0,0,,,,,,,,,,,0,,,0,0,0,0,0%,9,15%,3,12%,
3,2019,2019-09-22,3,3,22.260,DEN,@,GNB,L 16-27,,,0,0,,,,,,,,,,,0,,,0,0,0,0,0%,13,24%,9,35%,
4,2019,2019-09-29,4,4,22.267,DEN,,JAX,L 24-26,,,0,0,,,,,,,,,,,0,,,0,0,0,0,0%,30,35%,12,34%,
5,2019,2019-10-06,5,5,22.274,DEN,@,LAC,W 20-13,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,25,36%,12,44%,
6,2019,2019-10-13,6,6,22.281,DEN,,TEN,W 16-0,,,0,0,,,,,,,,,,,0,,,0,0,0,0,0%,25,38%,8,30%,
7,2019,2019-10-17,7,7,22.285,DEN,,KAN,L 6-30,,,0,0,0.0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1%,15,25%,7,23%,
8,2019,2019-10-27,8,8,22.295,DEN,@,IND,L 13-15,,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,19,30%,9,30%,
9,2019,2019-11-03,9,9,22.302,DEN,,CLE,W 24-19,,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,21,28%,10,37%,
10,2019,2019-11-17,10,11,22.316,DEN,@,MIN,L 23-27,,,0,0,1.0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,15,24%,10,36%,
11,2019,2019-11-24,11,12,22.323,DEN,@,BUF,L 3-20,,,0,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,21,28%,8,33%,
12,2019,2019-12-01,12,13,22.330,DEN,,LAC,W 23-20,,,0,0,0.0,0,1,1,0,1,1,7,0,1,0,0,0,0,0,0,0,0%,19,31%,12,39%,
13,2019,2019-12-08,13,14,22.337,DEN,@,HOU,W 38-24,,,0,0,,,,,,,,,,,0,,,0,0,0,0,0%,1,1%,0,0%,
14,2019,2019-12-15,,15,,DEN,@,KAN,L 3-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,2019,2019-12-22,15,16,22.351,DEN,,DET,W 27-17,,,0,0,2.5,3,2,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0%,26,52%,5,19%,
16,2019,2019-12-29,16,17,22.358,DEN,,OAK,W 16-15,*,,0,0,,,,,,,,,,,0,,,0,0,0,0,0%,45,62%,6,21%,
17,2020,2020-09-14,1,1,23.253,DEN,,TEN,L 14-16,,,0,0,0.0,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,38,47%,7,29%,
18,2020,2020-09-20,2,2,23.259,DEN,@,PIT,L 21-26,,,0,0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,20,31%,6,20%,
19,2020,2020-09-27,3,3,,DEN,,TAM,L 10-28,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
20,2020,2020-10-01,4,4,,DEN,@,NYJ,W 37-28,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
21,2020,2020-10-18,5,6,,DEN,@,NWE,W 18-12,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
22,2020,2020-10-25,6,7,23.294,DEN,,KAN,L 16-43,,,0,0,1.0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,31,61%,8,27%,
23,2020,2020-11-01,7,8,23.301,DEN,,LAC,W 31-30,*,,0,0,0.0,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,51,59%,11,34%,
24,2020,2020-11-08,8,9,23.308,DEN,@,ATL,L 27-34,*,,0,0,1.0,2,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0%,41,58%,11,31%,
25,2020,2020-11-15,9,10,23.315,DEN,@,LVR,L 12-37,*,,0,0,0.0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,47,65%,9,31%,
26,2020,2020-11-22,10,11,23.322,DEN,,MIA,W 20-13,*,,0,0,1.0,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,51,78%,7,29%,
27,2020,2020-11-29,11,12,23.329,DEN,,NOR,L 3-31,*,,0,0,0.0,5,4,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,50,78%,7,26%,
28,2020,2020-12-06,12,13,23.336,DEN,@,KAN,L 16-22,,,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,47,73%,11,42%,
29,2020,2020-12-13,13,14,23.343,DEN,@,CAR,W 32-27,,,0,0,1.0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0%,39,58%,12,40%,
30,2020,2020-12-19,14,15,23.349,DEN,,BUF,L 19-48,*,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,47,64%,12,38%,
31,2020,2020-12-27,15,16,23.357,DEN,@,LAC,L 16-19,*,,0,0,1.0,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,41,72%,13,43%,
32,2020,2021-01-03,16,17,23.364,DEN,,LVR,L 31-32,*,,0,0,1.5,2,4,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0%,57,83%,15,44%,
33,2021,2021-09-12,1,1,24.250,DEN,@,NYG,W 27-13,*,,0,0,0.0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,40,66%,6,32%,
34,2021,2021-09-19,2,2,24.257,DEN,@,JAX,W 23-13,*,,0,0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,35,63%,8,32%,
35,2021,2021-09-26,3,3,24.264,DEN,,NYJ,W 26-0,*,,0,0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,38,70%,6,26%,
36,2021,2021-10-03,4,4,24.271,DEN,,BAL,L 7-23,*,,0,0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,48,66%,6,20%,
37,2021,2021-10-10,5,5,24.278,DEN,@,PIT,L 19-27,,,0,0,0.0,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,38,58%,9,35%,
38,2021,2021-10-17,6,6,24.285,DEN,,LVR,L 24-34,*,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,33,59%,10,32%,
39,2021,2021-10-21,7,7,24.289,DEN,@,CLE,L 14-17,,,0,0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,46,65%,6,30%,
40,2021,2021-10-31,8,8,24.299,DEN,,WAS,W 17-10,,,0,0,1.5,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0%,39,56%,8,42%,
41,2021,2021-11-07,9,9,24.306,DEN,@,DAL,W 30-16,,,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,40,65%,6,26%,
42,2021,2021-11-14,10,10,24.313,DEN,,PHI,L 13-30,,,0,0,1.0,3,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0%,39,61%,10,36%,
43,2021,2021-11-28,11,12,24.327,DEN,,LAC,W 28-13,*,,0,0,0.0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,47,66%,5,25%,
44,2021,2021-12-05,12,13,24.334,DEN,@,KAN,L 9-22,,,0,0,1.0,3,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0%,33,58%,6,27%,
45,2021,2021-12-12,13,14,24.341,DEN,,DET,W 38-10,,,0,0,2.0,3,0,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0%,24,38%,2,9%,
46,2021,2021-12-19,14,15,,DEN,,CIN,L 10-15,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
47,2021,2021-12-26,15,16,24.355,DEN,@,LVR,L 13-17,,,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0%,30,43%,3,14%,
48,2021,2022-01-02,16,17,24.362,DEN,@,LAC,L 13-34,*,,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,37,55%,6,24%,
49,2021,2022-01-08,17,18,25.003,DEN,,KAN,L 24-28,,,0,0,0.0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,49,63%,4,16%,
50,2022,2022-09-12,1,1,25.250,DEN,@,SEA,L 16-17,*,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,51,93%,0,0%,
51,2022,2022-09-18,2,2,25.256,DEN,,HOU,W 16-9,*,,0,0,2.0,4,2,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0%,53,84%,1,4%,
52,2022,2022-09-25,3,3,25.263,DEN,,SFO,W 11-10,*,,0,0,0.0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,47,84%,2,7%,
53,2022,2022-10-02,4,4,25.270,DEN,@,LVR,L 23-32,*,,0,0,0.0,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0%,62,83%,1,3%,
54,2022,2022-10-06,5,5,25.274,DEN,,IND,L 9-12,*,,0,0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,58,73%,0,0%,
55,2022,2022-10-17,6,6,25.285,DEN,@,LAC,L 16-19,*,,0,0,0.0,3,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,70,75%,1,3%,
56,2022,2022-10-23,7,7,25.291,DEN,,NYJ,L 9-16,*,,0,0,2.0,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0%,38,64%,2,7%,
57,2022,2022-10-30,8,8,25.298,DEN,@,JAX,W 21-17,*,,0,0,1.0,5,2,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0%,55,76%,0,0%,
58,2022,2022-11-13,9,10,25.312,DEN,@,TEN,L 10-17,*,,0,0,0.0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,51,82%,1,3%,
59,2022,2022-11-20,10,11,25.319,DEN,,LVR,L 16-22,*,,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,57,86%,0,0%,
60,2022,2022-11-27,11,12,25.326,DEN,@,CAR,L 10-23,*,,0,0,0.0,3,4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,59,89%,0,0%,
61,2022,2022-12-04,12,13,25.333,DEN,@,BAL,L 9-10,*,,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,60,83%,1,4%,
62,2022,2022-12-11,13,14,25.340,DEN,,KAN,L 28-34,*,,0,0,1.0,1,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,55,81%,0,0%,
63,2022,2022-12-18,14,15,,DEN,,ARI,W 24-15,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
64,2022,2022-12-25,15,16,,DEN,@,LAR,L 14-51,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
65,2022,2023-01-01,16,17,,DEN,@,KAN,L 24-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
66,2022,2023-01-08,17,18,,DEN,,LAC,W 31-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
67,2023,2023-09-10,1,1,26.248,SEA,,LAR,L 13-30,*,,0,0,0.0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,55,68%,8,29%,
68,2023,2023-09-17,2,2,26.255,SEA,@,DET,W 37-31,*,,0,0,1.0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,52,79%,4,14%,
69,2023,2023-09-24,3,3,26.262,SEA,,CAR,W 37-27,*,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,32,41%,5,14%,
70,2023,2023-10-02,4,4,26.270,SEA,@,NYG,W 24-3,*,,0,0,0.0,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,41,55%,0,0%,
71,2023,2023-10-15,5,6,26.283,SEA,@,CIN,L 13-17,*,,0,0,1.0,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,38,70%,3,13%,
72,2023,2023-10-22,6,7,26.290,SEA,,ARI,W 20-10,*,,0,0,0.0,1,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0%,51,77%,3,13%,
73,2023,2023-10-29,7,8,26.297,SEA,,CLE,W 24-20,*,,0,0,0.0,2,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0%,51,65%,4,15%,
74,2023,2023-11-05,8,9,26.304,SEA,@,BAL,L 3-37,*,,0,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,36,47%,7,26%,
75,2023,2023-11-12,9,10,26.311,SEA,,WAS,W 29-26,*,,0,0,0.5,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0%,29,47%,5,14%,
76,2023,2023-11-19,10,11,26.318,SEA,@,LAR,L 16-17,*,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,35,52%,3,12%,
77,2023,2023-11-23,11,12,26.322,SEA,,SFO,L 13-31,*,,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,41,62%,7,24%,
78,2023,2023-11-30,12,13,26.329,SEA,@,DAL,L 35-41,*,,0,0,0.0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,55,62%,7,25%,
79,2023,2023-12-10,13,14,26.339,SEA,@,SFO,L 16-28,,,0,0,1.0,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,30,56%,5,19%,
80,2023,2023-12-18,14,15,26.347,SEA,,PHI,W 20-17,*,,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,55,80%,3,11%,
81,2023,2023-12-24,15,16,26.353,SEA,@,TEN,W 20-17,*,,0,0,1.0,2,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0%,47,71%,3,14%,
82,2023,2023-12-31,16,17,26.360,SEA,,PIT,L 23-30,*,,0,0,0.0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,55,76%,6,21%,
83,2023,2024-01-07,17,18,27.002,SEA,@,ARI,W 21-20,*,,0,0,0.0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,59,84%,6,23%,
84,2024,2024-09-08,1,1,27.247,SEA,,DEN,W 26-20,*,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,40,58%,4,12%,
85,2024,2024-09-15,2,2,27.254,SEA,@,NWE,W 23-20,*,,0,0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,35,52%,5,16%,
86,2024,2024-09-22,3,3,27.261,SEA,,MIA,W 24-3,,,0,0,1.0,2,2,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0%,41,67%,2,7%,
87,2024,2024-09-30,4,4,27.269,SEA,@,DET,L 29-42,*,1,0,2,1.0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,42,79%,6,21%,
88,2024,2024-10-06,5,5,27.275,SEA,,NYG,L 20-29,*,,0,0,0.0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,60,83%,5,17%,
89,2024,2024-10-10,6,6,27.279,SEA,,SFO,L 24-36,*,,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,44,68%,6,20%,
90,2024,2024-10-20,7,7,27.289,SEA,@,ATL,W 34-14,*,,0,0,1.0,2,0,2,2,4,0,0,0,1,0,0,0,0,0,0,0,0%,46,63%,3,12%,
91,2024,2024-10-27,8,8,27.296,SEA,,BUF,L 10-31,*,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,30,39%,2,9%,
92,2024,2024-11-03,9,9,27.303,SEA,,LAR,L 20-26,,,0,0,0.0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0%,24,31%,4,13%,
93,2024,2024-11-17,10,11,27.317,SEA,@,SFO,W 20-17,,,0,0,1.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,33,52%,3,14%,
94,2024,2024-11-24,11,12,27.324,SEA,,ARI,W 16-6,,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,34,59%,3,12%,
