Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2017,2017-12-25,15,16,23.235,OAK,@,PHI,L 10-19,,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,22,33%,0,0%,3,11%,
2,2017,2017-12-31,16,17,23.241,OAK,@,LAC,L 10-30,*,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,17,31%,0,0%,10,45%,
3,2018,2018-10-28,,8,,CLE,@,PIT,L 18-33,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,2018,2018-11-04,,9,,CLE,,KAN,L 21-37,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,2018,2018-11-11,,10,,CLE,,ATL,W 28-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,2018,2018-11-25,,12,,CLE,@,CIN,W 35-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,2018,2018-12-02,,13,,CLE,@,HOU,L 13-29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,2018,2018-12-09,,14,,CLE,,CAR,W 26-20,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
9,2018,2018-12-15,,15,,CLE,@,DEN,W 17-16,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
10,2018,2018-12-23,,16,,CLE,,CIN,W 26-18,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
11,2018,2018-12-30,,17,,CLE,@,BAL,L 24-26,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
12,2019,2019-09-08,1,1,25.127,CLE,,TEN,L 13-43,,0,0,0,,0,0.0%,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,0,0%,26,79%,
13,2019,2019-09-16,2,2,25.135,CLE,@,NYJ,W 23-3,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,17,25%,0,0%,24,92%,
14,2019,2019-09-22,3,3,25.141,CLE,,LAR,L 13-20,*,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,16,24%,0,0%,15,63%,
15,2019,2019-09-29,4,4,25.148,CLE,@,BAL,W 40-25,*,1,1,18,18.00,0,100.0%,18.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,32,48%,0,0%,16,57%,
16,2019,2019-10-07,5,5,25.156,CLE,@,SFO,L 3-31,*,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,18,39%,0,0%,17,61%,
17,2019,2019-10-13,6,6,25.162,CLE,,SEA,L 28-32,*,1,1,9,9.00,0,100.0%,9.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,32%,0,0%,14,54%,
18,2019,2019-10-27,7,8,25.176,CLE,@,NWE,L 13-27,*,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,26,42%,1,1%,20,65%,
19,2019,2019-11-03,,9,,CLE,@,DEN,L 19-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
20,2019,2019-11-10,9,10,25.190,CLE,,BUF,W 19-16,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,16,23%,0,0%,0,0%,
21,2019,2019-11-14,10,11,25.194,CLE,,PIT,W 21-7,*,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,27,39%,0,0%,2,8%,
22,2019,2019-11-24,,12,,CLE,,MIA,W 41-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,2019,2019-12-01,,13,,CLE,@,PIT,L 13-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
24,2019,2019-12-08,,14,,CLE,,CIN,W 27-19,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
25,2019,2019-12-15,,15,,CLE,@,ARI,L 24-38,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
26,2019,2019-12-22,,16,,CLE,,BAL,L 15-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
27,2019,2019-12-29,,17,,CLE,@,CIN,L 23-33,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
28,2020,2020-09-20,2,2,,HOU,,BAL,L 16-33,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
29,2020,2020-09-27,3,3,26.146,HOU,@,PIT,L 21-28,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,4,9%,0,0%,10,36%,
30,2020,2020-10-04,4,4,26.153,HOU,,MIN,L 23-31,*,0,0,0,,0,0.0%,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,7,11%,0,0%,18,56%,
31,2020,2020-10-11,5,5,26.160,HOU,,JAX,W 30-14,,1,1,4,4.00,0,100.0%,4.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,41%,0,0%,12,50%,
32,2020,2020-10-18,6,6,26.167,HOU,@,TEN,L 36-42,*,2,2,28,14.00,0,100.0%,14.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,41%,0,0%,12,41%,
33,2020,2020-10-25,7,7,26.174,HOU,,GNB,L 20-35,*,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,19,28%,0,0%,11,37%,
34,2020,2020-11-08,8,9,26.188,HOU,@,JAX,W 27-25,*,1,0,0,,0,0.0%,0.00,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,25,39%,0,0%,21,68%,
35,2020,2020-11-15,9,10,26.195,HOU,@,CLE,L 7-10,*,2,2,21,10.50,1,100.0%,10.50,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,18,32%,0,0%,6,35%,
36,2020,2020-11-22,10,11,26.202,HOU,,NWE,W 27-20,*,3,2,22,11.00,0,66.7%,7.33,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,44%,0,0%,10,37%,
37,2020,2020-11-26,11,12,26.206,HOU,@,DET,W 41-25,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,31,54%,0,0%,11,37%,
38,2020,2020-12-06,12,13,26.216,HOU,,IND,L 20-26,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,5,8%,0,0%,5,18%,
39,2020,2020-12-13,13,14,,HOU,@,CHI,L 7-36,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
40,2020,2020-12-20,14,15,26.230,HOU,@,IND,L 20-27,*,1,1,11,11.00,0,100.0%,11.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,17,25%,0,0%,12,52%,
41,2020,2020-12-27,15,16,26.237,HOU,,CIN,L 31-37,*,1,1,29,29.00,0,100.0%,29.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,52%,0,0%,0,0%,
42,2020,2021-01-03,16,17,26.244,HOU,,TEN,L 38-41,*,5,5,48,9.60,1,100.0%,9.60,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,38,60%,0,0%,7,21%,
43,2021,2021-09-12,1,1,27.131,HOU,,JAX,W 37-21,*,5,4,67,16.75,0,80.0%,13.40,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,76%,0,0%,3,9%,
44,2021,2021-09-19,2,2,27.138,HOU,@,CLE,L 21-31,*,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,62%,0,0%,4,16%,
45,2021,2021-09-23,3,3,27.142,HOU,,CAR,L 9-24,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,31,56%,0,0%,2,9%,
46,2021,2021-10-03,4,4,27.152,HOU,@,BUF,L 0-40,,2,1,6,6.00,0,50.0%,3.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,72%,0,0%,0,0%,
47,2021,2021-10-10,5,5,27.159,HOU,,NWE,L 22-25,*,4,2,22,11.00,0,50.0%,5.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,63%,0,0%,5,19%,
48,2021,2021-10-17,6,6,27.166,HOU,@,IND,L 3-31,*,3,2,8,4.00,0,66.7%,2.67,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,53%,0,0%,4,17%,
49,2021,2021-10-24,7,7,27.173,HOU,@,ARI,L 5-31,*,3,3,11,3.67,0,100.0%,3.67,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,52%,0,0%,1,4%,
50,2021,2021-10-31,8,8,,HOU,,LAR,L 22-38,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
51,2021,2021-11-07,9,9,,HOU,@,MIA,L 9-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
52,2021,2021-11-21,10,11,27.201,HOU,@,TEN,W 22-13,*,4,2,10,5.00,0,50.0%,2.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,84%,0,0%,0,0%,
53,2021,2021-11-28,11,12,27.208,HOU,,NYJ,L 14-21,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,60%,0,0%,1,4%,
54,2021,2021-12-05,12,13,27.215,HOU,,IND,L 0-31,,5,4,23,5.75,0,80.0%,4.60,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,32,62%,0,0%,1,5%,
55,2021,2021-12-12,13,14,27.222,HOU,,SEA,L 13-33,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,52,64%,0,0%,9,32%,
56,2021,2021-12-19,14,15,27.229,HOU,@,JAX,W 30-16,*,2,2,5,2.50,0,100.0%,2.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,76%,0,0%,6,19%,
57,2021,2021-12-26,15,16,27.236,HOU,,LAC,W 41-29,*,3,2,10,5.00,0,66.7%,3.33,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,68%,0,0%,9,33%,
58,2021,2022-01-02,16,17,27.243,HOU,@,SFO,L 7-23,*,1,1,9,9.00,0,100.0%,9.00,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,42,63%,0,0%,9,36%,
59,2021,2022-01-09,17,18,27.250,HOU,,TEN,L 25-28,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,32,56%,0,0%,0,0%,
60,2022,2022-09-11,1,1,28.130,HOU,,IND,T 20-20,*,1,1,17,17.00,0,100.0%,17.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,66%,0,0%,4,13%,
61,2022,2022-09-18,2,2,28.137,HOU,@,DEN,L 9-16,*,5,3,24,8.00,0,60.0%,4.80,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,71%,0,0%,3,12%,
62,2022,2022-09-25,3,3,28.144,HOU,@,CHI,L 20-23,*,4,3,31,10.33,0,75.0%,7.75,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,81%,0,0%,4,14%,
63,2022,2022-10-02,4,4,,HOU,,LAC,L 24-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
64,2022,2022-10-09,5,5,28.158,CLE,,LAC,L 28-30,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,2,3%,0,0%,0,0%,
65,2022,2022-10-16,6,6,28.165,CLE,,NWE,L 15-38,*,3,2,21,10.50,0,66.7%,7.00,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,19,27%,0,0%,2,7%,
66,2022,2022-10-23,7,7,28.172,CLE,@,BAL,L 20-23,,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,18%,0,0%,2,7%,
67,2022,2022-10-31,8,8,28.180,CLE,,CIN,W 32-13,,0,0,0,,0,0.0%,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,25,35%,0,0%,6,26%,
68,2022,2022-11-13,9,10,28.193,CLE,@,MIA,L 17-39,*,5,2,13,6.50,0,40.0%,2.60,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,42%,0,0%,0,0%,
69,2022,2022-11-20,10,11,28.200,CLE,@,BUF,L 23-31,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,15%,0,0%,0,0%,
70,2022,2022-11-27,11,12,28.207,CLE,,TAM,W 23-17,,,,,,,0.0%,,0,0,,,,,,,,,,,,,13,16%,0,0%,0,0%,
71,2022,2022-12-04,12,13,28.214,CLE,@,HOU,W 27-14,*,1,1,11,11.00,0,100.0%,11.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,63%,0,0%,0,0%,
72,2022,2022-12-11,13,14,28.221,CLE,@,CIN,L 10-23,,,,,,,0.0%,,0,0,,,,,,,,,,,,,2,3%,0,0%,0,0%,
73,2022,2022-12-17,14,15,28.227,CLE,,BAL,W 13-3,,,,,,,0.0%,,0,0,,,,,,,,,,,,,13,20%,0,0%,0,0%,
74,2022,2022-12-24,15,16,28.234,CLE,,NOR,L 10-17,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,9,13%,0,0%,0,0%,
75,2022,2023-01-01,16,17,28.242,CLE,@,WAS,W 24-10,,,,,,,0.0%,,0,0,,,,,,,,,,,,,23,40%,0,0%,0,0%,
76,2022,2023-01-08,17,18,28.249,CLE,@,PIT,L 14-28,,,,,,,0.0%,,0,0,,,,,,,,,,,,,6,9%,0,0%,0,0%,
77,2023,2023-09-10,1,1,29.129,NWE,,PHI,L 20-25,,,,,,,0.0%,,0,0,,,,,,,,,,,,,6,8%,0,0%,0,0%,
78,2023,2023-09-17,2,2,29.136,NWE,,MIA,L 17-24,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,8,11%,0,0%,7,28%,
79,2023,2023-09-24,3,3,29.143,NWE,@,NYJ,W 15-10,,2,2,71,35.50,1,100.0%,35.50,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,25,35%,0,0%,11,35%,
80,2023,2023-10-01,4,4,29.150,NWE,@,DAL,L 3-38,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,22,40%,0,0%,12,46%,
81,2023,2023-10-08,5,5,29.157,NWE,,NOR,L 0-34,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,11,20%,0,0%,18,58%,
82,2023,2023-10-15,6,6,29.164,NWE,@,LVR,L 17-21,,1,1,15,15.00,0,100.0%,15.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,32%,0,0%,14,56%,
83,2023,2023-10-22,7,7,29.171,NWE,,BUF,W 29-25,,2,2,51,25.50,0,100.0%,25.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,38%,0,0%,13,54%,
84,2023,2023-10-29,8,8,29.178,NWE,@,MIA,L 17-31,,2,2,33,16.50,0,100.0%,16.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,40%,0,0%,16,62%,
85,2023,2023-11-05,9,9,29.185,NWE,,WAS,L 17-20,*,0,0,0,,0,0.0%,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,7,11%,0,0%,12,43%,
86,2023,2023-11-12,10,10,29.192,NWE,,IND,L 6-10,*,0,0,0,,0,0.0%,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,33,48%,0,0%,11,52%,
87,2023,2023-11-26,11,12,29.206,NWE,@,NYG,L 7-10,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,37,54%,0,0%,11,48%,
88,2023,2023-12-03,12,13,29.213,NWE,,LAC,L 0-6,,,,,,,0.0%,,0,0,,,,,,,,,,,,,32,50%,0,0%,10,48%,
89,2023,2023-12-07,13,14,29.217,NWE,@,PIT,W 21-18,*,1,1,4,4.00,0,100.0%,4.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,49%,0,0%,16,57%,
90,2023,2023-12-17,14,15,29.227,NWE,,KAN,L 17-27,*,1,1,4,4.00,0,100.0%,4.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,58%,0,0%,16,53%,
91,2023,2023-12-24,15,16,29.234,NWE,@,DEN,W 26-23,*,2,2,25,12.50,0,100.0%,12.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,47%,0,0%,18,55%,
92,2023,2023-12-31,16,17,29.241,NWE,@,BUF,L 21-27,*,1,1,5,5.00,0,100.0%,5.00,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,36,68%,0,0%,14,48%,
93,2023,2024-01-07,17,18,29.248,NWE,,NYJ,L 3-17,*,3,1,0,0.00,0,33.3%,0.00,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,33,58%,0,0%,10,36%,
94,2024,2024-09-08,1,1,,SEA,,DEN,W 26-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
95,2024,2024-09-15,2,2,,SEA,@,NWE,W 23-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
96,2024,2024-09-22,3,3,30.141,SEA,,MIA,W 24-3,,2,1,9,9.00,0,50.0%,4.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,47%,0,0%,0,0%,
97,2024,2024-09-30,4,4,30.149,SEA,@,DET,L 29-42,,2,1,3,3.00,0,50.0%,1.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,31%,0,0%,14,48%,
98,2024,2024-10-06,5,5,30.155,SEA,,NYG,L 20-29,,1,1,7,7.00,0,100.0%,7.00,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,8,14%,0,0%,9,30%,
99,2024,2024-10-10,6,6,30.159,SEA,,SFO,L 24-36,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,10,13%,0,0%,16,53%,
100,2024,2024-10-20,7,7,30.169,SEA,@,ATL,W 34-14,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,18,30%,0,0%,14,54%,
101,2024,2024-10-27,8,8,30.176,SEA,,BUF,L 10-31,*,0,0,0,,0,0.0%,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,15,29%,0,0%,13,57%,
102,2024,2024-11-03,9,9,30.183,SEA,,LAR,L 20-26,,,,,,,0.0%,,0,0,,,,,,,,,,,,,7,9%,0,0%,6,19%,
103,2024,2024-11-17,10,11,30.197,SEA,@,SFO,W 20-17,*,0,0,0,,0,0.0%,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,22,37%,0,0%,10,48%,
104,2024,2024-11-24,11,12,30.204,SEA,,ARI,W 16-6,*,2,2,19,9.50,0,100.0%,9.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,45%,0,0%,12,50%,
